label,category,UUID,URI
corner plates,component - type,bb5150d3-29ba-4894-b8ef-46d79d0f9a55,http://w3id.org/bod-vocabs/bb5150d3-29ba-4894-b8ef-46d79d0f9a55
bosses,component - type,0658507f-efe8-46f8-a3ae-11f699d5f496,http://w3id.org/bod-vocabs/0658507f-efe8-46f8-a3ae-11f699d5f496
nails,component - type,3dfa2e8c-bb4f-43f1-b95c-7ab61882d61a,http://w3id.org/bod-vocabs/3dfa2e8c-bb4f-43f1-b95c-7ab61882d61a
catches,component - type,bf6d4090-cf15-46be-8eea-4a2be30f7207,http://w3id.org/bod-vocabs/bf6d4090-cf15-46be-8eea-4a2be30f7207
straps,component - type,97890c53-cdb9-4110-be6a-8bf13ac522c4,http://w3id.org/bod-vocabs/97890c53-cdb9-4110-be6a-8bf13ac522c4
clasps,component - type,b1d924ae-47e1-4bda-9020-ce135c944ccf,http://w3id.org/bod-vocabs/b1d924ae-47e1-4bda-9020-ce135c944ccf
catchplates,component - type,c22e63e0-6a7b-4ea3-b9ae-45673a462244,http://w3id.org/bod-vocabs/c22e63e0-6a7b-4ea3-b9ae-45673a462244
all,sewing - sewingSupports - n,3db8a729-b2aa-41e1-ab8d-b2da42bc47da,http://w3id.org/bod-vocabs/3db8a729-b2aa-41e1-ab8d-b2da42bc47da
all,sewing - sewingSupports - n,13ef86e8-225f-493b-8f29-a856773a8997,http://w3id.org/bod-vocabs/13ef86e8-225f-493b-8f29-a856773a8997
phase box,housing - box,fbb55bc0-010d-43b1-9461-449bdaaaa99a,http://w3id.org/bod-vocabs/fbb55bc0-010d-43b1-9461-449bdaaaa99a
kase-make box,housing - box,f1cccb6f-0c13-42f9-b0ee-a0557ffd5ffc,http://w3id.org/bod-vocabs/f1cccb6f-0c13-42f9-b0ee-a0557ffd5ffc
documentation,document - notes - type,138aeb58-a103-44b3-a517-6934a0a41d12,http://w3id.org/bod-vocabs/138aeb58-a103-44b3-a517-6934a0a41d12
modelling,document - notes - type,a21628ec-69da-4404-a165-ea1d5f423fc8,http://w3id.org/bod-vocabs/a21628ec-69da-4404-a165-ea1d5f423fc8
temporary,treatments - type,7a3661aa-51cf-43fa-bdfc-bbeb00439f1a,http://w3id.org/bod-vocabs/7a3661aa-51cf-43fa-bdfc-bbeb00439f1a
permanent,treatments - type,9bab0ea0-20b4-4b0e-be0c-b4a457bda504,http://w3id.org/bod-vocabs/9bab0ea0-20b4-4b0e-be0c-b4a457bda504
quarter binding,treatments,bc158915-e41b-4d93-b9b1-2ed11fcec074,http://w3id.org/bod-vocabs/bc158915-e41b-4d93-b9b1-2ed11fcec074
sound,condition,946fbab4-b4d2-43b1-8adb-06695a4cd519,http://w3id.org/bod-vocabs/946fbab4-b4d2-43b1-8adb-06695a4cd519
attached,condition,cd1e563d-9bd5-4970-9cd2-80d0d665f10e,http://w3id.org/bod-vocabs/cd1e563d-9bd5-4970-9cd2-80d0d665f10e
good,condition,c93018d2-50da-45d0-a186-8d5cce2634bb,http://w3id.org/bod-vocabs/c93018d2-50da-45d0-a186-8d5cce2634bb
intact,condition,18150680-d096-4978-a0c3-bb2b2933503a,http://w3id.org/bod-vocabs/18150680-d096-4978-a0c3-bb2b2933503a
firm,condition,e0eff083-6801-44fa-849f-b1f2380ba2cd,http://w3id.org/bod-vocabs/e0eff083-6801-44fa-849f-b1f2380ba2cd
weak,condition,f7a0f579-e030-4b9b-90e7-7f589d420f1a,http://w3id.org/bod-vocabs/f7a0f579-e030-4b9b-90e7-7f589d420f1a
loose,condition,d73154c0-fcb5-4bf1-98fb-61eab463424c,http://w3id.org/bod-vocabs/d73154c0-fcb5-4bf1-98fb-61eab463424c
brittle,condition,e591cc92-9e62-48ca-8dab-64a27868bfeb,http://w3id.org/bod-vocabs/e591cc92-9e62-48ca-8dab-64a27868bfeb
fragile,condition,bfcf822d-d18b-4a0d-92ce-92974be66490,http://w3id.org/bod-vocabs/bfcf822d-d18b-4a0d-92ce-92974be66490
worn,condition,9f2057e8-a540-40b2-a9c3-256dc89f8663,http://w3id.org/bod-vocabs/9f2057e8-a540-40b2-a9c3-256dc89f8663
friable,condition,96af0ca3-a838-46b4-a19a-5fe17db5d0c5,http://w3id.org/bod-vocabs/96af0ca3-a838-46b4-a19a-5fe17db5d0c5
tearing,condition,fc4a46f4-9a74-46c1-9218-dbe9aab858ea,http://w3id.org/bod-vocabs/fc4a46f4-9a74-46c1-9218-dbe9aab858ea
creasing,condition,033ec0c6-ad57-48b6-93a1-6d487febc442,http://w3id.org/bod-vocabs/033ec0c6-ad57-48b6-93a1-6d487febc442
damaged,condition,32197b69-c41d-449e-ada7-90d2ff80404e,http://w3id.org/bod-vocabs/32197b69-c41d-449e-ada7-90d2ff80404e
dry,condition,ddd74a33-1523-43e0-ae5a-f70593e7a82c,http://w3id.org/bod-vocabs/ddd74a33-1523-43e0-ae5a-f70593e7a82c
scuffed,condition,013e3095-ece5-49df-b0bc-3172bd6a85a8,http://w3id.org/bod-vocabs/013e3095-ece5-49df-b0bc-3172bd6a85a8
foxing,condition,b8f761bb-3c9a-477d-a41a-2c36accdd8e6,http://w3id.org/bod-vocabs/b8f761bb-3c9a-477d-a41a-2c36accdd8e6
staining,condition,74b21669-2434-4298-9b65-50f9c6dbd483,http://w3id.org/bod-vocabs/74b21669-2434-4298-9b65-50f9c6dbd483
discoloration,condition,21bebc5a-3b79-4118-bbcf-17f811f4af23,http://w3id.org/bod-vocabs/21bebc5a-3b79-4118-bbcf-17f811f4af23
degraded,condition,1c8748d7-332c-4f94-96f8-392e1f7a3ae6,http://w3id.org/bod-vocabs/1c8748d7-332c-4f94-96f8-392e1f7a3ae6
pitted,condition,18e53c66-b1f7-445a-9aba-f87567f32123,http://w3id.org/bod-vocabs/18e53c66-b1f7-445a-9aba-f87567f32123
cockling,condition,3eea818a-1a98-446e-bdcf-60cf42700448,http://w3id.org/bod-vocabs/3eea818a-1a98-446e-bdcf-60cf42700448
distortion,condition,1fccc8d9-a272-4e5c-9487-218f309548d2,http://w3id.org/bod-vocabs/1fccc8d9-a272-4e5c-9487-218f309548d2
tattered,condition,9b33b234-3e76-4627-84ac-4bed4413eae4,http://w3id.org/bod-vocabs/9b33b234-3e76-4627-84ac-4bed4413eae4
lifted,condition,d5077076-09f5-4c20-be29-b94b910648d1,http://w3id.org/bod-vocabs/d5077076-09f5-4c20-be29-b94b910648d1
yellowing,condition,30e09c1d-56c3-42de-a091-5945aadff360,http://w3id.org/bod-vocabs/30e09c1d-56c3-42de-a091-5945aadff360
rigid,condition,4fd2d61f-8f5f-4481-945e-f6960e09edef,http://w3id.org/bod-vocabs/4fd2d61f-8f5f-4481-945e-f6960e09edef
tight,condition,7c3b3329-5035-4b13-8c43-18a5893c602c,http://w3id.org/bod-vocabs/7c3b3329-5035-4b13-8c43-18a5893c602c
unravelling,condition,eeaf6c67-cf60-47db-a523-f1e9c74114da,http://w3id.org/bod-vocabs/eeaf6c67-cf60-47db-a523-f1e9c74114da
decayed,condition,88c1f5d1-b05c-4135-a591-b6328df3b285,http://w3id.org/bod-vocabs/88c1f5d1-b05c-4135-a591-b6328df3b285
soft,condition,d23b65f9-05cf-4a0c-8cd1-41be4675d9b9,http://w3id.org/bod-vocabs/d23b65f9-05cf-4a0c-8cd1-41be4675d9b9
cracked,condition,6696e2d3-c9b6-4767-bd8f-38580f1e5e52,http://w3id.org/bod-vocabs/6696e2d3-c9b6-4767-bd8f-38580f1e5e52
powdery,condition,f7c236ae-bf53-4f36-a90d-7e7a5d4ae1b9,http://w3id.org/bod-vocabs/f7c236ae-bf53-4f36-a90d-7e7a5d4ae1b9
pleating,condition,aa9e4b0b-04be-429c-b3b4-49f9eeb9ea0e,http://w3id.org/bod-vocabs/aa9e4b0b-04be-429c-b3b4-49f9eeb9ea0e
bowing,condition,1715d04b-947a-49a6-9043-83f902c5eee5,http://w3id.org/bod-vocabs/1715d04b-947a-49a6-9043-83f902c5eee5
mold,condition,a009675f-2f58-4f8d-be10-ccd5cc04fe19,http://w3id.org/bod-vocabs/a009675f-2f58-4f8d-be10-ccd5cc04fe19
broken,condition,7ddf72c2-b995-4076-8b78-f308616c8ec4,http://w3id.org/bod-vocabs/7ddf72c2-b995-4076-8b78-f308616c8ec4
fragmentary,condition,68ec5476-e9f0-4cb0-9bf4-f18a85566162,http://w3id.org/bod-vocabs/68ec5476-e9f0-4cb0-9bf4-f18a85566162
detached,condition,77703a09-da43-4d3b-840f-b750521acdd3,http://w3id.org/bod-vocabs/77703a09-da43-4d3b-840f-b750521acdd3
losses,condition,547fb005-eee7-47c1-a287-587293262977,http://w3id.org/bod-vocabs/547fb005-eee7-47c1-a287-587293262977
splitting,condition,d37f627d-313d-4f4b-b581-a42186dfbd58,http://w3id.org/bod-vocabs/d37f627d-313d-4f4b-b581-a42186dfbd58
damaged,condition,485fbc88-646e-434a-bc3a-36db836046b0,http://w3id.org/bod-vocabs/485fbc88-646e-434a-bc3a-36db836046b0
missing,condition,88065eef-629a-420b-bf35-eaca1d590ba9,http://w3id.org/bod-vocabs/88065eef-629a-420b-bf35-eaca1d590ba9
lost,condition,329a1954-96a9-433f-873c-3ddd137a634e,http://w3id.org/bod-vocabs/329a1954-96a9-433f-873c-3ddd137a634e
rebacked,condition,572899a8-a151-4c81-b60b-b898bbfee0e7,http://w3id.org/bod-vocabs/572899a8-a151-4c81-b60b-b898bbfee0e7
repaired,condition,92fc29c1-02b0-423c-8b92-43f85822836e,http://w3id.org/bod-vocabs/92fc29c1-02b0-423c-8b92-43f85822836e
rehitched,condition,cf381268-5a72-4610-94a6-227205e2b80b,http://w3id.org/bod-vocabs/cf381268-5a72-4610-94a6-227205e2b80b
almost,condition,46809828-817e-471a-bed0-624f7bc8c2fc,http://w3id.org/bod-vocabs/46809828-817e-471a-bed0-624f7bc8c2fc
damp,condition,c40342ed-dd69-41dc-9857-79b19376cdd8,http://w3id.org/bod-vocabs/c40342ed-dd69-41dc-9857-79b19376cdd8
water,condition,30b5bcac-2117-4b5c-877d-82dc662b4a6f,http://w3id.org/bod-vocabs/30b5bcac-2117-4b5c-877d-82dc662b4a6f
acidic ink,condition,19fd4e8d-d7fe-47c5-8c53-41f65565af1b,http://w3id.org/bod-vocabs/19fd4e8d-d7fe-47c5-8c53-41f65565af1b
severe,condition,2e6ca4d6-0055-4deb-b17b-211a5191261e,http://w3id.org/bod-vocabs/2e6ca4d6-0055-4deb-b17b-211a5191261e
partially,condition,e97ca67e-d43e-4fef-baf2-5274f38d54e8,http://w3id.org/bod-vocabs/e97ca67e-d43e-4fef-baf2-5274f38d54e8
slightly,condition,22ae9642-9448-47ba-90eb-3d0af2d72841,http://w3id.org/bod-vocabs/22ae9642-9448-47ba-90eb-3d0af2d72841
minor,condition,0d84a019-0357-47b5-9f74-af9517e79eb3,http://w3id.org/bod-vocabs/0d84a019-0357-47b5-9f74-af9517e79eb3
badly,condition,9347096f-6b67-4c96-afd6-9d2b1df6a4be,http://w3id.org/bod-vocabs/9347096f-6b67-4c96-afd6-9d2b1df6a4be
insects,condition,1f2c67bb-c03d-4f61-b6f4-634ce03f795f,http://w3id.org/bod-vocabs/1f2c67bb-c03d-4f61-b6f4-634ce03f795f
worms,condition,17c69e47-6d8c-4325-80fa-29b888846145,http://w3id.org/bod-vocabs/17c69e47-6d8c-4325-80fa-29b888846145
mostly,condition,6e3d0747-5e7e-4b30-9352-3a1f0afe9794,http://w3id.org/bod-vocabs/6e3d0747-5e7e-4b30-9352-3a1f0afe9794
spine,placeValues,1d6ca195-d52d-4404-878b-6092b998ea38,http://w3id.org/bod-vocabs/1d6ca195-d52d-4404-878b-6092b998ea38
edges,placeValues,274badc4-3407-46b7-b7d1-c0d4f0f0f3c3,http://w3id.org/bod-vocabs/274badc4-3407-46b7-b7d1-c0d4f0f0f3c3
outer,placeValues,750d9831-c9b7-49d3-bf70-ced6ae3c0688,http://w3id.org/bod-vocabs/750d9831-c9b7-49d3-bf70-ced6ae3c0688
joint,placeValues,ea5a4f00-6a52-49f5-b51c-8e646b6b242d,http://w3id.org/bod-vocabs/ea5a4f00-6a52-49f5-b51c-8e646b6b242d
inner,placeValues,d1a4555b-c5fd-4448-8655-d6546997f3ff,http://w3id.org/bod-vocabs/d1a4555b-c5fd-4448-8655-d6546997f3ff
Acrylic paint,conservationMaterials,428570fe-15d3-400f-97e3-0bf3a46b472a,http://w3id.org/bod-vocabs/428570fe-15d3-400f-97e3-0bf3a46b472a
Agarose Gel,conservationMaterials,1ae1e768-f63b-43b3-9e86-89ecac9cd761,http://w3id.org/bod-vocabs/1ae1e768-f63b-43b3-9e86-89ecac9cd761
Alum Tawed Skin,conservationMaterials,f2e57e94-9e59-4726-98ac-aee77bf50525,http://w3id.org/bod-vocabs/f2e57e94-9e59-4726-98ac-aee77bf50525
Ammonium Hydroxide,conservationMaterials,8a320591-6bee-44b0-9d03-21b0287907a1,http://w3id.org/bod-vocabs/8a320591-6bee-44b0-9d03-21b0287907a1
Asian Paper,conservationMaterials,31726091-18b1-460e-b5a4-75f0c8612f29,http://w3id.org/bod-vocabs/31726091-18b1-460e-b5a4-75f0c8612f29
Berlin Tissue,conservationMaterials,88fec9d0-a7d8-44a7-a89c-e285b3908e47,http://w3id.org/bod-vocabs/88fec9d0-a7d8-44a7-a89c-e285b3908e47
Calcium Hydroxide,conservationMaterials,b745db70-a6a4-48d3-b464-0c5eb5ae6461,http://w3id.org/bod-vocabs/b745db70-a6a4-48d3-b464-0c5eb5ae6461
Calcium Phytate,conservationMaterials,60dea845-fc4d-474f-a64b-9fbfdbe1e881,http://w3id.org/bod-vocabs/60dea845-fc4d-474f-a64b-9fbfdbe1e881
Cast Acrylic ,conservationMaterials,383880e8-5fa0-4a79-a36d-500a778fc830,http://w3id.org/bod-vocabs/383880e8-5fa0-4a79-a36d-500a778fc830
Chalk Pencils,conservationMaterials,4eaf59e2-25fb-4780-a300-07d304bd5bfd,http://w3id.org/bod-vocabs/4eaf59e2-25fb-4780-a300-07d304bd5bfd
Colored Pencils,conservationMaterials,ce8a23f4-40fb-4b96-8797-8b885a05f14d,http://w3id.org/bod-vocabs/ce8a23f4-40fb-4b96-8797-8b885a05f14d
Ethanol,conservationMaterials,e42c3058-6b96-4008-88e5-0ae29d6909cb,http://w3id.org/bod-vocabs/e42c3058-6b96-4008-88e5-0ae29d6909cb
Gelatin,conservationMaterials,2a93b833-c5ad-4489-96d5-9afb81d4e56c,http://w3id.org/bod-vocabs/2a93b833-c5ad-4489-96d5-9afb81d4e56c
Gellan gum,conservationMaterials,ae833ae0-60bf-4454-b6c0-9a0c25d2b416,http://w3id.org/bod-vocabs/ae833ae0-60bf-4454-b6c0-9a0c25d2b416
Hydrogen Peroxide,conservationMaterials,7fc31cfb-52b8-4c45-9625-b2bfff18711d,http://w3id.org/bod-vocabs/7fc31cfb-52b8-4c45-9625-b2bfff18711d
Leather,conservationMaterials,52411b6f-2eab-409b-b2cc-a0335db1ce43,http://w3id.org/bod-vocabs/52411b6f-2eab-409b-b2cc-a0335db1ce43
Magnesium Bicarbonate,conservationMaterials,f8aa0ffe-9157-451d-90d8-3e288a0d0631,http://w3id.org/bod-vocabs/f8aa0ffe-9157-451d-90d8-3e288a0d0631
Magnesium Hydroxide,conservationMaterials,aae0c16c-d03c-41f1-beae-d56a1d6d6d11,http://w3id.org/bod-vocabs/aae0c16c-d03c-41f1-beae-d56a1d6d6d11
Parchment,conservationMaterials,c24c018e-0499-4e02-a7ce-3b84ba64b66c,http://w3id.org/bod-vocabs/c24c018e-0499-4e02-a7ce-3b84ba64b66c
Pastel,conservationMaterials,e6dc5803-8298-4da8-a245-f14febb903ad,http://w3id.org/bod-vocabs/e6dc5803-8298-4da8-a245-f14febb903ad
Remoistenable Tissue,conservationMaterials,3598133e-53ee-4a0a-a89b-93bb06559a31,http://w3id.org/bod-vocabs/3598133e-53ee-4a0a-a89b-93bb06559a31
Textile,conservationMaterials,ffaa1281-38c2-4e9f-8a21-09a9c25aade1,http://w3id.org/bod-vocabs/ffaa1281-38c2-4e9f-8a21-09a9c25aade1
Water,conservationMaterials,a0480e95-a405-4e86-bfae-cd98e490fb86,http://w3id.org/bod-vocabs/a0480e95-a405-4e86-bfae-cd98e490fb86
Watercolor,conservationMaterials,d9d5f24b-4208-4031-9591-d7a286ddf234,http://w3id.org/bod-vocabs/d9d5f24b-4208-4031-9591-d7a286ddf234
Xylene,conservationMaterials,1656d404-0991-4a44-a941-6ac76dbe54fc,http://w3id.org/bod-vocabs/1656d404-0991-4a44-a941-6ac76dbe54fc
dyes,conservationMaterials,5290d5e4-da65-4cf1-b2b2-6ae77764d28e,http://w3id.org/bod-vocabs/5290d5e4-da65-4cf1-b2b2-6ae77764d28e
boards,conservationMaterials,0d56d65c-7c07-45f3-b046-e9b9c1f3e574,http://w3id.org/bod-vocabs/0d56d65c-7c07-45f3-b046-e9b9c1f3e574
paper,conservationMaterials,5d62df88-cce7-43ea-b7d5-5b22bb575e17,http://w3id.org/bod-vocabs/5d62df88-cce7-43ea-b7d5-5b22bb575e17
thread,conservationMaterials,68139fda-60be-4629-8d8e-4865aa603a3a,http://w3id.org/bod-vocabs/68139fda-60be-4629-8d8e-4865aa603a3a
Funori,conservationMaterials,e62b7a7e-4664-4f3c-8788-00acaff7671b,http://w3id.org/bod-vocabs/e62b7a7e-4664-4f3c-8788-00acaff7671b
Gelatin,conservationMaterials,369486d9-361f-42fd-a362-8faec35c8731,http://w3id.org/bod-vocabs/369486d9-361f-42fd-a362-8faec35c8731
Heat set tissue,conservationMaterials,5dfb1f69-a691-4f1a-b036-c62e4c31c0c1,http://w3id.org/bod-vocabs/5dfb1f69-a691-4f1a-b036-c62e4c31c0c1
Isinglass,conservationMaterials,8b418658-6f59-41a3-8816-5402d8226d94,http://w3id.org/bod-vocabs/8b418658-6f59-41a3-8816-5402d8226d94
Methylcellulose,conservationMaterials,453cfcc5-3d65-4dfe-98aa-8f30dbaad2ac,http://w3id.org/bod-vocabs/453cfcc5-3d65-4dfe-98aa-8f30dbaad2ac
PVA,conservationMaterials,16022b82-9021-46a5-992d-aa79d31c0b0e,http://w3id.org/bod-vocabs/16022b82-9021-46a5-992d-aa79d31c0b0e
Rice Starch Paste,conservationMaterials,222e8a4e-cae5-4425-a613-7d1979eec4e2,http://w3id.org/bod-vocabs/222e8a4e-cae5-4425-a613-7d1979eec4e2
Wheat Starch Paste,conservationMaterials,cfa561c2-9003-4dfd-804a-8e29a61ef036,http://w3id.org/bod-vocabs/cfa561c2-9003-4dfd-804a-8e29a61ef036
water soluble polyoxazoline compounds,conservationMaterials,b34e2721-b658-4f9d-a63b-fdf14858518f,http://w3id.org/bod-vocabs/b34e2721-b658-4f9d-a63b-fdf14858518f
acrylic resins,conservationMaterials,09cdb6a3-3732-432c-b7e2-4423cc7e0e6a,http://w3id.org/bod-vocabs/09cdb6a3-3732-432c-b7e2-4423cc7e0e6a
acrylic adhesives,conservationMaterials,4aec5164-0ddb-4870-9c8f-1778f18f39dd,http://w3id.org/bod-vocabs/4aec5164-0ddb-4870-9c8f-1778f18f39dd
acrylic emulsions,conservationMaterials,2ae5c16d-a5de-4e57-a8c3-576095770cf7,http://w3id.org/bod-vocabs/2ae5c16d-a5de-4e57-a8c3-576095770cf7
glue,conservationMaterials,bc38b048-2aba-48a3-9f84-cc42211756d4,http://w3id.org/bod-vocabs/bc38b048-2aba-48a3-9f84-cc42211756d4
hydroxypropyl cellulose,conservationMaterials,3518016a-63cf-4b58-a5c5-4934b5811a7c,http://w3id.org/bod-vocabs/3518016a-63cf-4b58-a5c5-4934b5811a7c
Binder's board,conservationMaterials,a28da499-1e02-4fe6-a759-aacf7007a55b,http://w3id.org/bod-vocabs/a28da499-1e02-4fe6-a759-aacf7007a55b
cast pulp,conservationMaterials,d241366f-1c92-44c9-9f1c-9fa89e29d5b8,http://w3id.org/bod-vocabs/d241366f-1c92-44c9-9f1c-9fa89e29d5b8
handmade,conservationMaterials,f1ada60b-a8a1-4798-b863-ab8d8277a961,http://w3id.org/bod-vocabs/f1ada60b-a8a1-4798-b863-ab8d8277a961
Western,conservationMaterials,ee0fe402-2d2d-47b9-b3b5-98aee4a281ff,http://w3id.org/bod-vocabs/ee0fe402-2d2d-47b9-b3b5-98aee4a281ff
linen,conservationMaterials,82c0a0b6-b55f-4268-b933-9b3f22c7e5f0,http://w3id.org/bod-vocabs/82c0a0b6-b55f-4268-b933-9b3f22c7e5f0
machine-made,conservationMaterials,853fe9a6-37ac-4af6-92d4-c4b71aa695b2,http://w3id.org/bod-vocabs/853fe9a6-37ac-4af6-92d4-c4b71aa695b2
silk,conservationMaterials,96e81a1b-10a0-41d6-8d25-dd44701f1316,http://w3id.org/bod-vocabs/96e81a1b-10a0-41d6-8d25-dd44701f1316
hide,conservationMaterials,ecae7962-ba6f-406c-b261-944fa19710a8,http://w3id.org/bod-vocabs/ecae7962-ba6f-406c-b261-944fa19710a8
rabbit skin,conservationMaterials,08114878-fa2a-4e79-952c-89c15c5be391,http://w3id.org/bod-vocabs/08114878-fa2a-4e79-952c-89c15c5be391
BASF leather dye,conservationMaterials,fb6b101e-0c83-4ab4-852c-3df55a985db3,http://w3id.org/bod-vocabs/fb6b101e-0c83-4ab4-852c-3df55a985db3
RK Paper,conservationMaterials,f26e4d05-0f1a-46c3-ac7a-024d10d21101,http://w3id.org/bod-vocabs/f26e4d05-0f1a-46c3-ac7a-024d10d21101
SC6000,conservationMaterials,56f9e374-b698-43eb-b1b3-7168200d56a9,http://w3id.org/bod-vocabs/56f9e374-b698-43eb-b1b3-7168200d56a9
Aquazol,conservationMaterials,4ea1a277-1278-4c7c-912a-5032d42d21fb,http://w3id.org/bod-vocabs/4ea1a277-1278-4c7c-912a-5032d42d21fb
Avanse/Plextol,conservationMaterials,fd2a9716-7e4e-41e4-9a1b-9ed19f391e5e,http://w3id.org/bod-vocabs/fd2a9716-7e4e-41e4-9a1b-9ed19f391e5e
B-72,conservationMaterials,690885ea-5efb-4d4d-affa-a07ab3512f88,http://w3id.org/bod-vocabs/690885ea-5efb-4d4d-affa-a07ab3512f88
Beva,conservationMaterials,43c8e595-297f-4121-a139-be40e0246839,http://w3id.org/bod-vocabs/43c8e595-297f-4121-a139-be40e0246839
Klucel G,conservationMaterials,f874f639-e5b6-4a5f-a3d1-9948fe1168b1,http://w3id.org/bod-vocabs/f874f639-e5b6-4a5f-a3d1-9948fe1168b1
Klucel M,conservationMaterials,50f33b4e-fc90-45d7-abcd-aa0451ae263d,http://w3id.org/bod-vocabs/50f33b4e-fc90-45d7-abcd-aa0451ae263d
Lascaux 303,conservationMaterials,5786434f-0b79-4fd7-9442-62ea0158cbad,http://w3id.org/bod-vocabs/5786434f-0b79-4fd7-9442-62ea0158cbad
Lascaux 498,conservationMaterials,0c7f305f-ea1f-4c6c-b069-83eadf65192f,http://w3id.org/bod-vocabs/0c7f305f-ea1f-4c6c-b069-83eadf65192f
Rhoplex,conservationMaterials,0e3075c8-f4f3-4dd0-acb3-da55eb98abfd,http://w3id.org/bod-vocabs/0e3075c8-f4f3-4dd0-acb3-da55eb98abfd
media,materials - type,90462911-13fa-4623-93d5-34d8e397b0e2,http://w3id.org/bod-vocabs/90462911-13fa-4623-93d5-34d8e397b0e2
Board,materials,2fb526ff-3e9b-4ca2-89d8-cd6503defa56,http://w3id.org/bod-vocabs/2fb526ff-3e9b-4ca2-89d8-cd6503defa56
Paper,materials,31a2423f-5cad-4eca-a8fa-2a78de6963d6,http://w3id.org/bod-vocabs/31a2423f-5cad-4eca-a8fa-2a78de6963d6
Parchment,materials,ebde9c70-c3bb-461e-a6d6-5bfdedfd8682,http://w3id.org/bod-vocabs/ebde9c70-c3bb-461e-a6d6-5bfdedfd8682
Textile,materials,d5d829df-2d17-48d6-80fe-5153732b0305,http://w3id.org/bod-vocabs/d5d829df-2d17-48d6-80fe-5153732b0305
Vellum,materials,12166e92-ef39-4f0f-bc9c-61921b396dbd,http://w3id.org/bod-vocabs/12166e92-ef39-4f0f-bc9c-61921b396dbd
Alum Tawed Skin,materials,1cc3e68d-bed9-42b0-a744-4cb5ea83aff8,http://w3id.org/bod-vocabs/1cc3e68d-bed9-42b0-a744-4cb5ea83aff8
Bookcloth,materials,28dc7aed-0386-4ef8-ad63-29ab41e97fc6,http://w3id.org/bod-vocabs/28dc7aed-0386-4ef8-ad63-29ab41e97fc6
Leather,materials,12e50995-1b30-41d3-ac39-76ae6f15a257,http://w3id.org/bod-vocabs/12e50995-1b30-41d3-ac39-76ae6f15a257
Shagreen,materials,35f36192-6b2a-4a0b-8ac8-0b9e07ed8508,http://w3id.org/bod-vocabs/35f36192-6b2a-4a0b-8ac8-0b9e07ed8508
Silk,materials,00d229d7-1dbb-4ebf-9df5-1df1417e881c,http://w3id.org/bod-vocabs/00d229d7-1dbb-4ebf-9df5-1df1417e881c
Suede,materials,c8d651eb-8cbd-4cc7-8b09-716b2d83c29c,http://w3id.org/bod-vocabs/c8d651eb-8cbd-4cc7-8b09-716b2d83c29c
Velvet,materials,3cc05408-9d3b-4a04-838b-0470e22874c7,http://w3id.org/bod-vocabs/3cc05408-9d3b-4a04-838b-0470e22874c7
Amatl,materials,58d96621-0585-4cd0-80a8-cb602a77ff5b,http://w3id.org/bod-vocabs/58d96621-0585-4cd0-80a8-cb602a77ff5b
Asian paper,materials,cab7bdec-dd80-43d6-8c2f-6c938ef422d0,http://w3id.org/bod-vocabs/cab7bdec-dd80-43d6-8c2f-6c938ef422d0
Newsprint,materials,e5d487b4-902d-45f2-a323-6d670a44c107,http://w3id.org/bod-vocabs/e5d487b4-902d-45f2-a323-6d670a44c107
Paperboard,materials,6eb08e10-2b0f-4c9c-95e8-3b48a5e1f0aa,http://w3id.org/bod-vocabs/6eb08e10-2b0f-4c9c-95e8-3b48a5e1f0aa
Papyrus,materials,5591683c-9bb9-4358-8d52-432049ca5709,http://w3id.org/bod-vocabs/5591683c-9bb9-4358-8d52-432049ca5709
Ballpoint Pen,materials,b04cadda-a88d-4108-bead-e8c48f3a4d39,http://w3id.org/bod-vocabs/b04cadda-a88d-4108-bead-e8c48f3a4d39
Colored Pencil ,materials,4578058a-d4cf-4c2e-98aa-3ad02013dad5,http://w3id.org/bod-vocabs/4578058a-d4cf-4c2e-98aa-3ad02013dad5
Engraving,materials,2ae43e4c-949e-49d6-9fc9-e9f22522516d,http://w3id.org/bod-vocabs/2ae43e4c-949e-49d6-9fc9-e9f22522516d
Etching,materials,b46988e4-fb6c-41cc-a353-2cf305dc82fd,http://w3id.org/bod-vocabs/b46988e4-fb6c-41cc-a353-2cf305dc82fd
Felt Tipped Pen,materials,1be8a56c-8bfb-47d0-9016-c5d534a9a18b,http://w3id.org/bod-vocabs/1be8a56c-8bfb-47d0-9016-c5d534a9a18b
Gold,materials,d5bda3ce-ab29-4859-80ec-3249729d1623,http://w3id.org/bod-vocabs/d5bda3ce-ab29-4859-80ec-3249729d1623
Gouache,materials,69c38b66-1a67-4f9c-be30-be5a3af1c0bf,http://w3id.org/bod-vocabs/69c38b66-1a67-4f9c-be30-be5a3af1c0bf
Graphite,materials,940fa20b-41df-4b24-bcbe-71af68e9575a,http://w3id.org/bod-vocabs/940fa20b-41df-4b24-bcbe-71af68e9575a
Lithograph,materials,9661f7a5-d85a-4582-8647-c82d440a9369,http://w3id.org/bod-vocabs/9661f7a5-d85a-4582-8647-c82d440a9369
Paint/Pigment,materials,93c84424-de15-4624-ac18-cae9ab42dee5,http://w3id.org/bod-vocabs/93c84424-de15-4624-ac18-cae9ab42dee5
Watercolor,materials,cb1dfc39-0e1c-44aa-b9b1-7c1e42c54ad9,http://w3id.org/bod-vocabs/cb1dfc39-0e1c-44aa-b9b1-7c1e42c54ad9
